time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1993-08-08T08:34:24.930Z,12.982,144.801,59.3,7.8,mw,,,,1.1,us,usp0005y3k,2023-04-25T21:22:59.531Z,"32 km S of Inarajan Village, Guam",earthquake,,,,,reviewed,us,hrv
1993-07-12T13:17:11.960Z,42.851,139.197,16.7,7.7,mw,,,,1,us,usp0005w12,2022-04-28T18:06:42.334Z,"107 km W of Iwanai, Japan",earthquake,,,,,reviewed,us,hrv
1993-06-08T13:03:36.480Z,51.218,157.829,70.6,7.5,mw,,,,1,us,usp0005u7b,2022-04-28T18:08:28.609Z,"97 km ESE of Ozernovskiy, Russia",earthquake,,,,,reviewed,us,hrv
1993-01-15T11:06:05.950Z,43.3,143.691,102.2,7.6,mw,,,,1.5,us,usp0005ktj,2022-04-28T18:22:39.390Z,"52 km NE of Otofuke, Japan",earthquake,,,,,reviewed,us,hrv
1992-09-02T00:16:01.690Z,11.742,-87.34,44.8,7.7,mw,,,,1.3,us,usp0005ddn,2022-04-28T18:34:44.810Z,"83 km SSW of Corinto, Nicaragua",earthquake,,,,,reviewed,us,hrv
1991-12-22T08:43:13.410Z,45.533,151.021,24.7,7.6,mw,,,,0.9,us,usp00050sq,2022-04-28T18:58:08.037Z,"248 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-06-20T05:18:52.510Z,1.196,122.787,31.4,7.5,mw,,,,1.2,us,usp0004t6g,2022-04-28T19:11:04.409Z,"79 km NNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-12-30T19:14:18.930Z,-5.097,150.967,178.6,7.5,mw,,,,1.2,us,usp0004k00,2022-04-28T19:32:53.354Z,"104 km ENE of Kimbe, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1990-04-18T13:39:19.010Z,1.186,122.857,25.7,7.8,mw,,,,1.2,us,usp000482z,2022-04-28T19:52:05.247Z,"75 km NNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,par
1990-04-05T21:12:35.550Z,15.125,147.596,11.4,7.6,mw,,,,1.2,us,usp00047gj,2022-04-28T19:51:12.196Z,"198 km E of Saipan, Northern Mariana Islands",earthquake,,,,,reviewed,us,par
1990-03-03T12:16:27.960Z,-22.122,175.163,33.2,7.6,mw,,,,1.3,us,usp000464d,2022-04-28T19:54:06.232Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,hrv
1989-12-15T18:43:45.030Z,8.337,126.729,24.4,7.6,mw,,,,1.4,us,usp000433j,2022-04-28T20:04:19.072Z,"37 km ENE of Barcelona, Philippines",earthquake,,,,,reviewed,us,hrv
1988-08-10T04:38:26.170Z,-10.366,160.819,34,7.6,mw,,,,1.5,us,usp0003jtm,2022-04-28T17:27:12.624Z,"121 km W of Kirakira, Solomon Islands",earthquake,,,,,reviewed,us,hrv
1988-03-06T22:35:38.140Z,56.953,-143.032,10,7.8,mw,,,,,us,usp0003dnb,2022-04-28T20:51:18.629Z,"Gulf of Alaska",earthquake,,,,,reviewed,ags,hrv
1987-11-30T19:23:19.590Z,58.679,-142.786,10,7.9,mw,,,,,us,usp0003aq8,2022-04-27T21:31:15.684Z,"200 km WSW of Yakutat, Alaska",earthquake,,,,,reviewed,spe,hrv
1986-08-14T19:39:13.670Z,1.795,126.519,33,7.5,mw,,,,1.4,us,usp0002x57,2022-04-27T22:07:11.244Z,"146 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1986-05-07T22:47:10.870Z,51.52,-174.776,33,8,mw,,,,1.1,us,usp0002tmu,2022-04-27T22:16:16.304Z,"85 km SSW of Atka, Alaska",earthquake,,,,,reviewed,us,hrv
1984-11-20T08:15:16.230Z,5.167,125.124,202.2,7.5,mw,,,,1.3,us,usp000297p,2022-04-27T23:08:14.899Z,"45 km SW of Sarangani, Philippines",earthquake,,2.6,,,reviewed,us,hrv
1984-02-07T21:33:21.490Z,-10.012,160.469,18.1,7.6,mw,,,,1.4,us,usp00021u7,2022-04-27T23:34:22.015Z,"85 km SE of Honiara, Solomon Islands",earthquake,,,,,reviewed,us,hrv
1983-03-18T09:05:50.000Z,-4.883,153.581,88.8,7.6,ms,,,,1.3,us,usp0001tr1,2022-04-28T00:10:18.946Z,"157 km ESE of Kokopo, Papua New Guinea",earthquake,,3,,9,reviewed,us,us
1981-09-01T09:29:31.540Z,-14.96,-173.085,25,7.7,ms,,,,1.2,us,usp0001fkx,2022-04-28T00:52:27.144Z,"133 km NE of Hihifo, Tonga",earthquake,,,,13,reviewed,us,us
1980-07-17T19:42:23.200Z,-12.525,165.916,33,7.9,ms,,,,,us,usp00018y0,2022-04-28T01:33:04.950Z,"199 km S of Lata, Solomon Islands",earthquake,,,,,reviewed,us,us
1980-07-08T23:19:19.800Z,-12.41,166.381,33,7.5,ms,,,,,us,usp00018r3,2022-04-28T01:31:52.392Z,"196 km SSE of Lata, Solomon Islands",earthquake,,,,,reviewed,us,us
1979-12-12T07:59:03.300Z,1.598,-79.358,24,7.7,ms,,,,,us,usp00014ey,2022-04-27T14:45:11.537Z,"",earthquake,,,,,reviewed,us,us
1978-06-12T08:14:26.400Z,38.19,142.028,44,7.7,ms,,,,,us,usp0000v0f,2022-04-27T15:35:52.670Z,"68 km ESE of Ishinomaki, Japan",earthquake,,,,,reviewed,us,us
1978-03-24T19:47:50.700Z,44.244,148.862,33,7.6,ms,,,,,us,usp0000tmy,2022-04-27T15:52:09.988Z,"134 km SE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,us
1978-03-23T03:15:20.300Z,44.932,148.439,33,7.5,ms,,,,,us,usp0000tjh,2022-04-27T15:51:17.730Z,"55 km SE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,us
1977-04-21T04:24:09.600Z,-9.965,160.731,33,7.5,ms,,,,,us,usp0000nh4,2022-04-27T16:30:14.307Z,"103 km SE of Honiara, Solomon Islands",earthquake,,,,,reviewed,us,us
1977-04-20T23:42:50.500Z,-9.89,160.348,19,7.5,ms,,,,,us,usp0000ngg,2022-04-27T16:29:48.927Z,"66 km SE of Honiara, Solomon Islands",earthquake,,,,,reviewed,us,us
1977-04-02T07:15:22.700Z,-16.696,-172.095,33,7.6,ms,,,,,us,usp0000n82,2022-04-27T16:28:06.416Z,"199 km ESE of Hihifo, Tonga",earthquake,,,,,reviewed,us,us
1976-08-16T16:11:07.300Z,6.262,124.023,33,7.9,ms,,,,,us,usp0000hvb,2022-04-27T16:55:09.602Z,"19 km WNW of Palimbang, Philippines",earthquake,,,,,reviewed,us,us
1975-12-26T15:56:38.700Z,-16.264,-172.467,33,7.8,ms,,,,,us,usp0000e2t,2022-04-27T17:25:56.402Z,"146 km ESE of Hihifo, Tonga",earthquake,,,,,reviewed,us,us
1975-11-29T14:47:40.100Z,19.333,-155.0015,8.636,7.7,mw,31,205,,0.09,hv,hv19755025,2022-04-27T17:29:04.164Z,"17 km SSW of Leilani Estates, Hawaii",earthquake,1.03,0.51,,0,reviewed,hv,hv
1975-07-20T19:54:27.700Z,-7.104,155.152,44,7.7,ms,,,,,us,usp0000c2s,2022-04-27T17:38:20.414Z,"94 km SSW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-07-20T14:37:39.900Z,-6.59,155.054,49,7.9,ms,,,,,us,usp0000c24,2022-04-27T17:38:17.187Z,"56 km WSW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-02-02T08:43:39.100Z,53.113,173.497,10,7.6,ms,,,,,us,usp00009ry,2022-04-27T17:52:16.370Z,"36 km NE of Attu Station, Alaska",earthquake,,,,,reviewed,us,us
1974-10-03T14:21:29.100Z,-12.265,-77.795,13,7.6,ms,,,,,us,usp0000888,2022-04-27T18:03:32.760Z,"77 km WSW of Callao, Peru",earthquake,,,,,reviewed,us,us
1973-12-28T13:41:45.800Z,-14.464,166.601,26,7.5,ms,,,,,us,usp00004p9,2022-04-27T18:34:08.158Z,"81 km NW of Port-Olry, Vanuatu",earthquake,,,,,reviewed,us,us
1973-06-17T03:55:02.900Z,43.233,145.785,48,7.7,ms,,,,,us,usp0000270,2022-04-27T18:48:40.832Z,"19 km ESE of Nemuro, Japan",earthquake,,,,,reviewed,us,us
1972-12-02T00:19:52.560Z,6.405,126.64,60,8,mw,,,,,iscgem,iscgem765501,2022-04-26T20:31:10.009Z,"51 km E of Pondaguitan, Philippines",earthquake,,4.8,0.3,,reviewed,iscgem,iscgem
1972-08-17T23:44:09.360Z,-6.05,152.932,20,7.5,mw,,,,,iscgem,iscgem770672,2022-04-26T20:45:25.140Z,"202 km SSE of Kokopo, Papua New Guinea",earthquake,,7.9,0.3,,reviewed,iscgem,iscgem
1972-07-30T21:45:17.520Z,56.724,-135.853,25,7.6,mw,,,,,iscgem,iscgem772060,2022-04-26T20:47:40.224Z,"Southeastern Alaska",earthquake,,3.8,0.3,,reviewed,iscgem,iscgem
1972-06-11T16:41:04.650Z,3.752,124.221,330.8,7.72,mw,,,,,iscgem,iscgem772416,2022-04-26T20:48:29.750Z,"228 km SW of Sarangani, Philippines",earthquake,,5.4,0.1,,reviewed,iscgem,iscgem
1971-12-15T08:29:57.020Z,55.959,163.269,27.5,7.62,mw,,,,,iscgem,iscgem777750,2022-04-26T20:59:24.103Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,3.9,0.4,,reviewed,iscgem,iscgem
1971-07-26T01:23:22.790Z,-4.817,153.172,40,8.1,mw,,,,,iscgem,iscgem782684,2022-04-26T21:12:33.159Z,"113 km ESE of Kokopo, Papua New Guinea",earthquake,,6.3,0.3,,reviewed,iscgem,iscgem
1971-07-14T06:11:30.570Z,-5.524,153.85,40,8,mw,,,,,iscgem,iscgem782181,2022-04-26T21:10:32.496Z,"201 km WNW of Panguna, Papua New Guinea",earthquake,,46.8,0.3,,reviewed,iscgem,iscgem
1970-05-31T20:23:29.780Z,-9.183,-78.737,45,7.9,mw,,,,,iscgem,iscgem796163,2022-04-26T21:41:16.599Z,"20 km WSW of Chimbote, Peru",earthquake,,4.9,0.3,,reviewed,iscgem,iscgem
1969-08-11T21:27:36.700Z,43.416,147.814,28.6,8.2,mw,,,,,iscgem,iscgem805430,2022-04-26T21:59:33.447Z,"97 km ESE of Shikotan, Russia",earthquake,,4.6,0.3,,reviewed,iscgem,iscgem
1969-01-30T10:29:41.930Z,4.569,127.306,60,7.6,mw,,,,,iscgem,iscgem813688,2022-04-26T22:14:03.690Z,"224 km ESE of Sarangani, Philippines",earthquake,,4.9,0.3,,reviewed,iscgem,iscgem
1968-08-10T02:07:06.390Z,1.514,126.234,23,7.61,mw,,,,,iscgem,iscgem817844,2022-04-26T22:23:41.596Z,"140 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,3.9,0.38,,reviewed,iscgem,iscgem
1968-05-16T10:39:02.530Z,41.508,142.888,25,7.9,mw,,,,,iscgem,iscgem822083,2022-04-26T22:32:21.054Z,"101 km SSE of Shizunai-furukawach?, Japan",earthquake,,4,0.35,,reviewed,iscgem,iscgem
1968-05-16T00:49:02.070Z,40.86,143.435,29.9,8.2,mw,,,,,iscgem,iscgem821946,2022-04-26T22:32:14.789Z,"168 km ENE of Hachinohe, Japan",earthquake,,12.2,0.3,,reviewed,iscgem,iscgem
1968-04-01T00:42:07.090Z,32.449,132.269,34.2,7.5,mw,,,,,iscgem,iscgem823387,2022-04-26T22:34:30.268Z,"58 km ESE of Nobeoka, Japan",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1966-12-31T18:23:09.430Z,-12.091,166.552,55,7.8,mw,,,,,iscgem,iscgem841173,2022-04-26T23:05:57.465Z,"172 km SSE of Lata, Solomon Islands",earthquake,,5.4,0.4,,reviewed,iscgem,iscgem
1966-10-17T21:42:00.480Z,-10.665,-78.228,40,8.1,mw,,,,,iscgem,iscgem842581,2022-04-26T23:08:50.742Z,"43 km W of Paramonga, Peru",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1966-03-12T16:31:20.980Z,24.122,122.583,30,7.5,mw,,,,,iscgem,iscgem849160,2022-04-26T23:23:33.649Z,"57 km SW of Yonakuni, Japan",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1965-08-11T22:31:51.450Z,-15.861,167.092,30,7.6,mw,,,,,iscgem,iscgem854473,2022-04-26T23:35:51.317Z,"38 km SSW of Luganville, Vanuatu",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1965-07-02T20:58:40.260Z,52.99,-167.739,45,7.8,mw,,,,,iscgem,iscgem855112,2022-04-26T23:36:35.438Z,"",earthquake,,5.1,0.4,,reviewed,iscgem,iscgem
1965-05-20T00:40:26.460Z,-14.805,167.495,120,7.7,mw,,,,,iscgem,iscgem857011,2022-04-26T23:40:08.128Z,"52 km ENE of Port-Olry, Vanuatu",earthquake,,13.1,0.4,,reviewed,iscgem,iscgem
1965-03-30T02:27:06.650Z,50.282,177.959,20,7.6,mw,,,,,iscgem,iscgem858982,2022-04-26T23:43:31.906Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1965-02-04T05:01:22.000Z,51.251,178.715,30.3,8.7,mw,,,,,official,official19650204050122_30,2022-04-26T23:43:52.172Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,official
1965-01-24T00:11:17.260Z,-2.608,125.952,20,8.2,mw,,,,,iscgem,iscgem861299,2022-04-26T23:50:01.288Z,"275 km WNW of Ambon, Indonesia",earthquake,,17.6,0.3,,reviewed,iscgem,iscgem
1964-06-16T04:01:43.570Z,38.399,139.29,15,7.6,mw,,,,,iscgem,iscgem866844,2022-04-27T00:04:18.592Z,"24 km NW of Murakami, Japan",earthquake,,3.5,0.3,,reviewed,iscgem,iscgem
1963-11-04T01:17:13.900Z,-6.957,129.605,110,8.1,mw,,,,,iscgem,iscgem17294492,2022-04-26T20:30:47.975Z,"Banda Sea",earthquake,,8.9,0.2,,reviewed,iscgem,iscgem
1963-10-20T00:53:12.210Z,44.726,150.547,28.2,7.8,mw,,,,,iscgem,iscgem873349,2022-04-27T00:28:20.286Z,"217 km ESE of Kuril’sk, Russia",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1963-10-13T05:17:59.000Z,44.872,149.483,35,8.5,mw,,,,,official,official19631013051759_30,2022-04-27T00:27:54.334Z,"132 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,iscgem,official
1963-03-16T08:44:50.910Z,46.636,154.783,15,7.65,mw,,,,,iscgem,iscgem871982,2022-04-27T00:19:04.075Z,"east of the Kuril Islands",earthquake,,3.6,0.3,,reviewed,iscgem,iscgem
1961-02-26T18:10:52.290Z,31.739,131.475,35,7.54,mw,,,,,iscgem,iscgem876175,2022-04-26T16:17:15.830Z,"18 km NNE of Nichinan, Japan",earthquake,,4.8,0.52,,reviewed,iscgem,iscgem
1960-11-20T22:01:57.160Z,-6.775,-80.918,15,7.6,mw,,,,,iscgem,iscgem880820,2022-04-26T16:38:05.437Z,"103 km WSW of Mórrope, Peru",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1960-03-20T17:07:31.660Z,39.869,143.228,15,7.95,mw,,,,,iscgem,iscgem878564,2022-04-26T16:27:58.687Z,"113 km ENE of Miyako, Japan",earthquake,,3.6,0.43,,reviewed,iscgem,iscgem
1958-11-06T22:58:09.000Z,44.479,148.485,35,8.3,mw,,,,,official,official19581106225809_30,2022-04-26T17:04:42.108Z,"95 km SSE of Kuril’sk, Russia",earthquake,,,,,automatic,iscgem,official
1958-07-10T06:15:58.530Z,58.23,-136.712,10,7.8,mw,,,,,iscgem,iscgem884702,2022-04-26T16:59:47.883Z,"22 km W of Elfin Cove, Alaska",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1957-12-17T13:50:22.120Z,-12.418,166.684,123.6,7.8,mw,,,,,iscgem,iscgem887702,2022-04-26T17:20:42.109Z,"186 km NNW of Sola, Vanuatu",earthquake,,5.4,0.4,,reviewed,iscgem,iscgem
1957-03-09T14:22:33.000Z,51.499,-175.626,25,8.6,mw,,,,,official,official19570309142233_30,2022-04-26T17:08:54.209Z,"81 km ESE of Adak, Alaska",earthquake,,,,,automatic,iscgem,official
1956-05-23T20:48:32.710Z,-15.434,-178.803,419.1,7.6,mw,,,,,iscgem,iscgem888284,2022-04-26T17:24:11.673Z,"144 km SSW of Leava, Wallis and Futuna",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1953-11-25T17:48:55.090Z,34.006,141.625,25,7.9,mw,,,,,iscgem,iscgem892187,2022-04-26T17:57:52.153Z,"174 km SE of Katsuura, Japan",earthquake,,4,0.4,,reviewed,iscgem,iscgem
1952-11-04T16:58:30.000Z,52.623,159.779,21.6,9,mw,,,,,official,official19521104165830_30,2022-04-26T18:08:51.365Z,"89 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,,,,,automatic,iscgem,official
1952-03-04T01:22:49.230Z,42.084,143.899,45,8.1,mw,,,,,iscgem,iscgem892540,2022-04-26T18:00:40.789Z,"106 km SSW of Kushiro, Japan",earthquake,,5.2,0.3,,reviewed,iscgem,iscgem
1950-12-14T01:52:54.230Z,-19.705,-175.874,215.9,7.8,mw,,,,,iscgem,iscgem896185,2022-04-26T18:33:22.156Z,"159 km W of Pangai, Tonga",earthquake,,6,0.4,,reviewed,iscgem,iscgem
1950-12-02T19:51:51.640Z,-18.373,167.654,30,7.9,mw,,,,,iscgem,iscgem896121,2022-04-26T18:33:05.397Z,"99 km SW of Port-Vila, Vanuatu",earthquake,,4.6,0.4,,reviewed,iscgem,iscgem
1950-11-02T15:28:15.510Z,-6.823,129.183,199.7,7.7,mw,,,,,iscgem,iscgem896018,2022-04-26T18:32:04.401Z,"Banda Sea",earthquake,,6,0.4,,reviewed,iscgem,iscgem
1950-02-28T10:21:00.700Z,45.882,143.491,329,7.7,mw,,,,,iscgem,iscgem895264,2022-04-26T18:24:10.550Z,"100 km SSE of Korsakov, Russia",earthquake,,5.3,0.2,,reviewed,iscgem,iscgem
1948-09-08T15:09:14.220Z,-21.222,-173.891,15,7.5,mw,,,,,iscgem,iscgem897539,2022-04-26T18:44:46.963Z,"110 km E of ‘Ohonua, Tonga",earthquake,,4.5,0.4,,reviewed,iscgem,iscgem
